CustomerIndex,Geography,Gender,Age,AgeGroup,Balance,BalanceStatus,NumOfProducts,IsActiveMember,ActivityStatus,CreditScore,Tenure,EstimatedSalary,ChurnProbability,RiskScore,RiskLevel,CustomerValueScore,CustomerValueSegment,RetentionPriority,RecommendedAction
4428,France,Female,35,26-35,0.0,Zero Balance,2,0,Inactive,602,5,31050.02,0.034491114,3.4491114000000005,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4429,France,Male,38,36-45,141074.59,Positive Balance,1,0,Inactive,626,7,52795.56,0.14139177,14.139177,Low,6721.849999999999,High Value,Monitor,Standard engagement
4430,Spain,Male,59,56-65,0.0,Zero Balance,2,1,Active,588,4,27435.41,0.05142548,5.142548000000001,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4431,Germany,Female,42,36-45,117899.95,Positive Balance,2,0,Inactive,616,6,150266.81,0.34778693,34.778693,Moderate,6871.65,High Value,Medium,Proactive engagement
4432,Spain,Male,33,26-35,0.0,Zero Balance,2,1,Active,621,4,40299.23,0.00845674,0.845674,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4433,France,Male,26,26-35,166257.96,Positive Balance,1,1,Active,674,6,149369.41,0.036457147,3.6457147,Low,7477.150000000001,High Value,Monitor,Standard engagement
4434,Spain,Female,46,46-55,0.0,Zero Balance,2,0,Inactive,633,3,120250.58,0.12638398,12.638398,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4435,Germany,Female,64,56-65,169362.43,Positive Balance,1,0,Inactive,698,1,84760.32,0.82380736,82.380736,Very High,7529.65,High Value,Critical,Priority relationship outreach
4436,France,Male,26,26-35,205962.0,Positive Balance,1,0,Inactive,508,7,156424.4,0.11398798,11.398798000000001,Low,7748.049999999999,High Value,Monitor,Standard engagement
4437,France,Female,24,18-25,0.0,Zero Balance,2,0,Inactive,736,0,109355.73,0.061531253,6.1531253,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4438,Germany,Male,68,66+,126061.51,Positive Balance,2,1,Active,672,0,184936.77,0.05607726,5.6077259999999995,Low,7367.249999999998,High Value,Monitor,Standard engagement
4439,France,Female,21,18-25,105627.95,Positive Balance,1,1,Active,613,7,36560.51,0.022859927,2.2859927,Low,4700.25,Medium Value,Monitor,Standard engagement
4440,France,Male,32,26-35,100606.02,Positive Balance,1,0,Inactive,712,9,165693.06,0.039406948,3.9406947999999997,Low,4434.249999999999,Medium Value,Monitor,Standard engagement
4441,France,Female,38,36-45,0.0,Zero Balance,2,1,Active,624,3,163666.85,0.045773365,4.5773365,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4442,France,Male,38,36-45,0.0,Zero Balance,2,1,Active,676,1,35644.79,0.0117891915,1.17891915,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4443,Germany,Female,32,26-35,138171.1,Positive Balance,2,1,Active,683,0,188203.58,0.038603403,3.8603403000000003,Low,8042.05,High Value,Monitor,Standard engagement
4444,France,Female,31,26-35,139395.08,Positive Balance,1,1,Active,489,7,6120.84,0.03477732,3.477732,Low,6639.950000000001,High Value,Monitor,Standard engagement
4445,France,Male,29,26-35,0.0,Zero Balance,2,1,Active,739,1,164484.78,0.0058868006,0.5886800600000001,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4446,France,Female,37,36-45,0.0,Zero Balance,2,1,Active,701,3,164268.28,0.023974473,2.3974473,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4447,Germany,Female,50,46-55,109062.28,Positive Balance,1,1,Active,666,7,140136.1,0.78232837,78.232837,Very High,4901.849999999999,Medium Value,High,Product engagement review
4448,Germany,Female,40,36-45,89994.71,Positive Balance,2,1,Active,565,1,121084.27,0.18077728,18.077728,Low,5435.250000000001,Medium Value,Monitor,Standard engagement
4449,France,Male,36,36-45,0.0,Zero Balance,2,0,Inactive,666,3,35156.54,0.014766833,1.4766833,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4450,France,Male,59,56-65,103996.74,Positive Balance,1,1,Active,633,2,103159.11,0.17569089,17.569088999999998,Low,4605.75,Medium Value,Monitor,Standard engagement
4451,France,Male,34,26-35,175111.11,Positive Balance,1,1,Active,578,4,74858.3,0.074384086,7.4384086,Low,7601.75,High Value,Monitor,Standard engagement
4452,Spain,Female,49,46-55,66079.45,Positive Balance,2,0,Inactive,812,8,91556.57,0.436975,43.6975,High,4918.650000000001,Medium Value,High,Re-engagement campaign
4453,Germany,Male,33,26-35,148055.74,Positive Balance,1,0,Inactive,809,8,199203.21,0.118804514,11.8804514,Low,7012.349999999999,High Value,Monitor,Standard engagement
4454,France,Male,36,36-45,0.0,Zero Balance,1,1,Active,615,6,27011.8,0.18363898,18.363898,Low,2029.0500000000002,Low Value,Monitor,Standard engagement
4455,Spain,Female,31,26-35,0.0,Zero Balance,2,0,Inactive,684,8,188637.05,0.024402972,2.4402972,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4456,France,Male,40,36-45,0.0,Zero Balance,2,0,Inactive,544,8,61581.2,0.040201027,4.0201027,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4457,Germany,Male,47,46-55,95994.98,Positive Balance,1,0,Inactive,713,1,197529.23,0.7510508,75.10508,Very High,4204.65,Medium Value,High,Re-engagement campaign
4458,France,Male,37,36-45,0.0,Zero Balance,2,0,Inactive,633,2,182258.17,0.02860741,2.860741,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4459,Germany,Female,23,18-25,110741.56,Positive Balance,1,0,Inactive,672,10,80778.5,0.261714,26.1714,Moderate,4990.749999999999,Medium Value,Monitor,Monitor and engage
4460,France,Male,35,26-35,0.0,Zero Balance,1,0,Inactive,661,5,155394.52,0.1428691,14.28691,Low,2029.0500000000002,Low Value,Monitor,Standard engagement
4461,Spain,Female,28,26-35,0.0,Zero Balance,1,0,Inactive,749,3,3408.7,0.18772405,18.772405,Low,2029.0500000000002,Low Value,Monitor,Standard engagement
4462,Spain,Female,32,26-35,0.0,Zero Balance,2,1,Active,635,8,19367.98,0.01776326,1.7763259999999998,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4463,Germany,Female,70,66+,96947.58,Positive Balance,3,0,Inactive,850,1,62282.99,0.9725194,97.25194,Very High,6429.65,High Value,Critical,Priority relationship outreach
4464,France,Male,41,36-45,0.0,Zero Balance,2,0,Inactive,641,6,65396.79,0.015716199,1.5716199,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4465,Germany,Male,30,26-35,109786.82,Positive Balance,2,1,Active,633,2,139712.81,0.063592516,6.3592516,Low,6392.8499999999985,High Value,Monitor,Standard engagement
4466,Spain,Male,35,26-35,0.0,Zero Balance,2,1,Active,413,2,60972.84,0.04011721,4.011721,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4467,France,Male,31,26-35,0.0,Zero Balance,2,0,Inactive,538,1,1375.46,0.01310535,1.310535,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4468,France,Female,39,36-45,102721.49,Positive Balance,1,0,Inactive,437,0,22191.82,0.23361716,23.361715999999998,Moderate,4534.349999999999,Medium Value,Monitor,Monitor and engage
4469,Spain,Male,33,26-35,69478.57,Positive Balance,1,0,Inactive,612,5,8973.67,0.17787345,17.787345,Low,3507.45,Medium Value,Monitor,Standard engagement
4470,Germany,Female,53,46-55,156674.2,Positive Balance,1,0,Inactive,516,1,118502.34,0.9204225,92.04225000000001,Very High,7290.249999999999,High Value,Critical,Priority relationship outreach
4471,Spain,Female,56,56-65,174506.1,Positive Balance,2,1,Active,826,8,161802.82,0.38133374,38.133373999999996,High,9043.75,High Value,Critical,Priority relationship outreach
4472,Germany,Female,23,18-25,166070.48,Positive Balance,2,0,Inactive,660,6,90494.72,0.05353011,5.3530109999999995,Low,8924.049999999997,High Value,Monitor,Standard engagement
4473,Germany,Female,29,26-35,105957.44,Positive Balance,1,0,Inactive,646,4,15470.91,0.4268764,42.68764,High,4712.849999999999,Medium Value,High,Re-engagement campaign
4474,France,Male,36,36-45,0.0,Zero Balance,1,0,Inactive,767,3,65147.27,0.22710194,22.710194,Moderate,2029.0500000000002,Low Value,Monitor,Monitor and engage
4475,France,Male,40,36-45,110340.68,Positive Balance,1,1,Active,640,8,157886.6,0.05168964,5.168964,Low,4969.749999999999,Medium Value,Monitor,Standard engagement
4476,France,Male,33,26-35,0.0,Zero Balance,2,0,Inactive,778,1,85439.73,0.0087357415,0.8735741499999999,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4477,Germany,Male,52,46-55,135870.01,Positive Balance,2,0,Inactive,679,9,54038.62,0.48306036,48.306036,High,7918.849999999999,High Value,Critical,Priority relationship outreach
4478,France,Male,31,26-35,0.0,Zero Balance,2,1,Active,549,4,25684.85,0.008490809,0.8490809,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4479,France,Male,47,46-55,0.0,Zero Balance,2,1,Active,598,2,186116.54,0.05724458,5.724458,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4480,France,Female,45,36-45,0.0,Zero Balance,2,0,Inactive,655,0,166830.71,0.13218151,13.218151,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4481,France,Male,30,26-35,85704.95,Positive Balance,1,1,Active,494,3,27886.06,0.039415766,3.9415766,Low,3860.95,Medium Value,Monitor,Standard engagement
4482,France,Female,42,36-45,0.0,Zero Balance,2,1,Active,653,1,5768.32,0.039826702,3.9826702,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4483,Germany,Female,38,36-45,105435.74,Positive Balance,1,0,Inactive,539,8,80575.44,0.47199354,47.199354,High,4689.75,Medium Value,High,Re-engagement campaign
4484,France,Female,37,36-45,0.0,Zero Balance,2,1,Active,645,1,68987.55,0.03431916,3.431916,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4485,Germany,Male,34,26-35,108513.25,Positive Balance,2,1,Active,751,9,27097.82,0.095367834,9.5367834,Low,6318.650000000001,High Value,Monitor,Standard engagement
4486,France,Male,35,26-35,156687.1,Positive Balance,1,0,Inactive,528,3,199320.77,0.06455642,6.455642,Low,7290.95,High Value,Monitor,Standard engagement
4487,Germany,Male,31,26-35,150604.52,Positive Balance,1,0,Inactive,696,3,5566.6,0.16979836,16.979836000000002,Low,7103.3499999999985,High Value,Monitor,Standard engagement
4488,France,Female,44,36-45,155114.9,Positive Balance,1,0,Inactive,716,6,133871.83,0.3982843,39.82843,High,7248.249999999999,High Value,Critical,Priority relationship outreach
4489,France,Female,35,26-35,0.0,Zero Balance,2,1,Active,602,8,152843.53,0.032986183,3.2986183000000002,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4490,Spain,Female,64,56-65,91216.0,Positive Balance,1,1,Active,647,1,41800.18,0.19251254,19.251254,Low,4025.45,Medium Value,Monitor,Standard engagement
4491,Germany,Male,61,56-65,141784.02,Positive Balance,1,1,Active,850,3,92053.75,0.23478876,23.478876,Moderate,6753.3499999999985,High Value,Medium,Proactive engagement
4492,France,Female,32,26-35,127763.24,Positive Balance,1,0,Inactive,590,0,100717.54,0.09882748,9.882748,Low,6021.849999999999,High Value,Monitor,Standard engagement
4493,Spain,Female,32,26-35,0.0,Zero Balance,2,1,Active,825,1,42935.15,0.011976764,1.1976764000000002,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4494,Spain,Male,31,26-35,82613.56,Positive Balance,2,0,Inactive,850,6,149170.92,0.020106925,2.0106925,Low,5226.65,Medium Value,Monitor,Standard engagement
4495,France,Female,32,26-35,69423.52,Positive Balance,1,0,Inactive,789,7,107499.39,0.16041566,16.041566,Low,3505.3499999999995,Medium Value,Monitor,Standard engagement
4496,France,Female,42,36-45,86167.82,Positive Balance,1,0,Inactive,701,6,153342.38,0.27572224,27.572224000000002,Moderate,3877.0499999999997,Medium Value,Monitor,Monitor and engage
4497,Spain,Female,47,46-55,0.0,Zero Balance,1,0,Inactive,713,1,107825.08,0.80938363,80.938363,Very High,2029.0500000000002,Low Value,High,Re-engagement campaign
4498,France,Male,30,26-35,131406.56,Positive Balance,1,1,Active,570,2,47952.45,0.030050082,3.0050082,Low,6237.45,High Value,Monitor,Standard engagement
4499,Germany,Female,44,36-45,121898.82,Positive Balance,1,0,Inactive,536,4,131007.18,0.7140734,71.40733999999999,Very High,5655.049999999999,Medium Value,High,Re-engagement campaign
4500,Germany,Male,32,26-35,77487.2,Positive Balance,1,0,Inactive,771,9,33143.04,0.13561831,13.561831,Low,3639.7499999999995,Medium Value,Monitor,Standard engagement
4501,France,Female,75,66+,0.0,Zero Balance,1,0,Inactive,512,2,123304.62,0.2674502,26.745020000000004,Moderate,2029.0500000000002,Low Value,Monitor,Monitor and engage
4502,Spain,Male,45,36-45,164450.94,Positive Balance,1,0,Inactive,698,5,141970.02,0.32218453,32.218453000000004,Moderate,7439.3499999999985,High Value,Medium,Proactive engagement
4503,France,Male,33,26-35,138705.02,Positive Balance,2,0,Inactive,656,7,37136.15,0.029739643,2.9739643,Low,8065.149999999999,High Value,Monitor,Standard engagement
4504,Spain,Male,37,36-45,132730.17,Positive Balance,1,0,Inactive,761,7,199293.01,0.056243468,5.6243468,Low,6308.8499999999985,High Value,Monitor,Standard engagement
4505,France,Female,30,26-35,0.0,Zero Balance,2,1,Active,709,5,161388.22,0.016018126,1.6018126000000001,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4506,Spain,Female,66,66+,0.0,Zero Balance,1,1,Active,597,3,70532.53,0.14980154,14.980154,Low,2029.0500000000002,Low Value,Monitor,Standard engagement
4507,France,Male,28,26-35,116498.22,Positive Balance,1,0,Inactive,592,2,144290.25,0.05559391,5.559391000000001,Low,5335.15,Medium Value,Monitor,Standard engagement
4508,France,Female,41,36-45,0.0,Zero Balance,2,0,Inactive,599,1,96069.82,0.048651416,4.8651416,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4509,Germany,Female,35,26-35,139979.07,Positive Balance,1,0,Inactive,572,1,185662.84,0.29643634,29.643634000000002,Moderate,6677.049999999998,High Value,Medium,Proactive engagement
4510,Germany,Female,43,36-45,127216.31,Positive Balance,2,1,Active,611,9,17913.25,0.227545,22.7545,Moderate,7433.749999999999,High Value,Medium,Proactive engagement
4511,France,Female,45,36-45,0.0,Zero Balance,4,0,Inactive,634,2,101039.53,0.9885483,98.85483,Very High,4257.449999999999,Medium Value,High,Re-engagement campaign
4512,France,Male,51,46-55,148222.65,Positive Balance,1,0,Inactive,666,2,156953.54,0.72436064,72.436064,Very High,7022.15,High Value,Critical,Priority relationship outreach
4513,France,Female,41,36-45,0.0,Zero Balance,2,0,Inactive,696,8,28276.83,0.048701186,4.8701186,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4514,France,Female,38,36-45,0.0,Zero Balance,2,0,Inactive,669,8,84049.16,0.030597238,3.0597238,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4515,Spain,Male,30,26-35,134152.29,Positive Balance,1,1,Active,726,8,147822.44,0.062843315,6.2843314999999995,Low,6387.25,High Value,Monitor,Standard engagement
4516,Germany,Female,32,26-35,111537.23,Positive Balance,4,1,Active,497,8,9497.99,0.95591354,95.591354,Very High,7268.85,High Value,Critical,Priority relationship outreach
4517,Spain,Female,39,36-45,119565.92,Positive Balance,1,0,Inactive,750,7,87067.73,0.14436583,14.436583,Low,5510.150000000001,Medium Value,Monitor,Standard engagement
4518,Spain,Female,29,26-35,0.0,Zero Balance,2,0,Inactive,850,7,23237.25,0.023799913,2.3799913,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4519,Spain,Male,38,36-45,0.0,Zero Balance,1,1,Active,617,7,27239.28,0.19944975,19.944975,Low,2029.0500000000002,Low Value,Monitor,Standard engagement
4520,Germany,Male,46,46-55,121063.8,Positive Balance,3,0,Inactive,652,10,151481.86,0.983964,98.3964,Very High,7771.549999999999,High Value,Critical,Priority relationship outreach
4521,Spain,Female,27,26-35,124995.98,Positive Balance,1,1,Active,560,7,114669.79,0.059007127,5.9007127,Low,5851.05,Medium Value,Monitor,Standard engagement
4522,Spain,Male,39,36-45,0.0,Zero Balance,2,0,Inactive,629,5,116748.14,0.029768892,2.9768892,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4523,Germany,Female,52,46-55,86891.84,Positive Balance,1,0,Inactive,660,4,90877.76,0.78224367,78.224367,Very High,3892.4499999999994,Medium Value,High,Re-engagement campaign
4524,France,Male,38,36-45,0.0,Zero Balance,2,1,Active,676,8,133692.88,0.012800554,1.2800554,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4525,Spain,Male,43,36-45,78022.61,Positive Balance,1,1,Active,581,9,30662.91,0.16358241,16.358241,Low,3655.8499999999995,Medium Value,Monitor,Standard engagement
4526,France,Male,34,26-35,154495.79,Positive Balance,1,0,Inactive,798,9,191395.88,0.08035726,8.035726,Low,7229.349999999999,High Value,Monitor,Standard engagement
4527,France,Male,38,36-45,189443.72,Positive Balance,1,1,Active,705,1,106648.58,0.09822225,9.822225,Low,7710.95,High Value,Monitor,Standard engagement
4528,Spain,Female,31,26-35,152926.6,Positive Balance,1,1,Active,714,6,50899.91,0.07222687,7.222687,Low,7185.249999999999,High Value,Monitor,Standard engagement
4529,France,Female,44,36-45,142989.69,Positive Balance,1,1,Active,664,8,115452.51,0.24797912,24.797912,Moderate,6810.75,High Value,Medium,Proactive engagement
4530,Germany,Male,43,36-45,115371.94,Positive Balance,2,0,Inactive,697,7,64139.1,0.20572487,20.572487,Moderate,6718.349999999999,High Value,Medium,Proactive engagement
4531,France,Male,37,36-45,0.0,Zero Balance,2,1,Active,609,6,22030.72,0.0169525,1.69525,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4532,Spain,Male,38,36-45,178056.54,Positive Balance,2,0,Inactive,548,0,38434.73,0.22962794,22.962794,Moderate,9083.650000000001,High Value,Medium,Proactive engagement
4533,Spain,Male,39,36-45,206014.94,Positive Balance,2,1,Active,850,6,42774.84,0.08951643,8.951642999999999,Low,9199.85,High Value,Monitor,Standard engagement
4534,France,Male,41,36-45,0.0,Zero Balance,2,0,Inactive,656,2,158973.77,0.013587441,1.3587441,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4535,Germany,Male,37,36-45,101191.83,Positive Balance,1,1,Active,727,9,34551.35,0.39918852,39.918852,High,4460.849999999999,Medium Value,High,Product engagement review
4536,France,Female,55,46-55,0.0,Zero Balance,2,1,Active,642,7,101515.76,0.046194896,4.6194896,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4537,Spain,Female,31,26-35,0.0,Zero Balance,2,0,Inactive,710,5,9561.73,0.020579735,2.0579734999999997,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4538,Spain,Male,33,26-35,0.0,Zero Balance,2,0,Inactive,710,1,168313.17,0.0074744835,0.74744835,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4539,France,Female,37,36-45,0.0,Zero Balance,2,1,Active,718,7,55100.09,0.02718487,2.718487,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4540,Germany,Male,32,26-35,149814.54,Positive Balance,1,0,Inactive,586,1,31830.06,0.12687059,12.687059000000001,Low,7078.85,High Value,Monitor,Standard engagement
4541,Spain,Female,36,36-45,115617.24,Positive Balance,1,1,Active,617,7,71519.4,0.10681604,10.681604,Low,5283.35,Medium Value,Monitor,Standard engagement
4542,France,Male,28,26-35,0.0,Zero Balance,2,0,Inactive,630,9,32599.35,0.012387856,1.2387856,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4543,Germany,Female,42,36-45,113657.41,Positive Balance,2,1,Active,791,10,139946.68,0.25305137,25.305137,Moderate,6609.8499999999985,High Value,Medium,Proactive engagement
4544,Spain,Male,39,36-45,138160.0,Positive Balance,1,1,Active,673,8,110468.51,0.060801916,6.0801916,Low,6588.149999999999,High Value,Monitor,Standard engagement
4545,Germany,Female,36,36-45,117700.86,Positive Balance,1,0,Inactive,477,3,74042.0,0.39288092,39.288092,High,5407.949999999999,Medium Value,High,Re-engagement campaign
4546,France,Female,37,36-45,0.0,Zero Balance,2,0,Inactive,662,5,151871.84,0.04822144,4.822144,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4547,Germany,Male,37,36-45,122506.38,Positive Balance,1,1,Active,850,9,199693.84,0.31718123,31.718123,Moderate,5696.35,Medium Value,Monitor,Monitor and engage
4548,France,Female,58,56-65,0.0,Zero Balance,1,1,Active,635,1,58907.08,0.51173574,51.173574,High,2029.0500000000002,Low Value,Medium,Product engagement review
4549,France,Male,59,56-65,0.0,Zero Balance,2,0,Inactive,537,9,103799.77,0.88093734,88.093734,Very High,3480.1499999999996,Low Value,High,Re-engagement campaign
4550,France,Female,39,36-45,166501.17,Positive Balance,2,0,Inactive,579,3,93835.64,0.1388614,13.88614,Low,8931.750000000002,High Value,Monitor,Standard engagement
4551,Spain,Female,46,46-55,89743.05,Positive Balance,1,0,Inactive,651,4,156425.57,0.63239914,63.239914,Very High,3976.45,Medium Value,High,Re-engagement campaign
4552,France,Female,25,18-25,0.0,Zero Balance,2,0,Inactive,610,2,123723.83,0.008917138,0.8917138,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4553,France,Male,30,26-35,0.0,Zero Balance,2,0,Inactive,581,1,199464.08,0.008713439,0.8713439,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4554,France,Male,39,36-45,0.0,Zero Balance,2,0,Inactive,592,7,83084.33,0.017598411,1.7598411,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4555,Spain,Female,35,26-35,0.0,Zero Balance,1,0,Inactive,688,6,25488.43,0.4304622,43.046220000000005,High,2029.0500000000002,Low Value,Medium,Re-engagement campaign
4556,France,Female,18,18-25,98894.39,Positive Balance,1,1,Active,681,1,9596.4,0.02379886,2.379886,Low,4348.15,Medium Value,Monitor,Standard engagement
4557,Germany,Male,37,36-45,168735.74,Positive Balance,2,0,Inactive,658,3,70370.24,0.056901418,5.6901418,Low,8974.45,High Value,Monitor,Standard engagement
4558,France,Male,34,26-35,0.0,Zero Balance,1,1,Active,792,1,86330.32,0.0746672,7.4667200000000005,Low,2029.0500000000002,Low Value,Monitor,Standard engagement
4559,Germany,Female,62,56-65,133201.17,Positive Balance,1,0,Inactive,528,7,168507.68,0.9763865,97.63865,Very High,6332.65,High Value,Critical,Priority relationship outreach
4560,Spain,Female,36,36-45,0.0,Zero Balance,2,0,Inactive,624,0,111605.9,0.06868237,6.868237000000001,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4561,Germany,Male,31,26-35,127237.25,Positive Balance,2,1,Active,562,4,143317.42,0.04714129,4.714129,Low,7434.45,High Value,Monitor,Standard engagement
4562,Germany,Male,36,36-45,117864.85,Positive Balance,2,0,Inactive,678,1,27619.06,0.14187165,14.187164999999998,Low,6869.549999999999,High Value,Monitor,Standard engagement
4563,Germany,Female,64,56-65,153469.26,Positive Balance,3,0,Inactive,705,3,146573.66,0.99094146,99.09414600000001,Very High,9379.45,High Value,Critical,Priority relationship outreach
4564,Germany,Male,23,18-25,93911.3,Positive Balance,2,0,Inactive,650,4,69055.45,0.058337737,5.8337737,Low,5573.15,Medium Value,Monitor,Standard engagement
4565,Spain,Female,46,46-55,76597.79,Positive Balance,1,1,Active,593,2,54453.72,0.27185148,27.185147999999998,Moderate,3623.65,Medium Value,Monitor,Monitor and engage
4566,France,Female,40,36-45,79927.36,Positive Balance,2,1,Active,652,4,33524.6,0.07372909,7.372909,Low,5151.749999999999,Medium Value,Monitor,Standard engagement
4567,Spain,Female,27,26-35,0.0,Zero Balance,2,1,Active,554,4,135083.73,0.014973218,1.4973218,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4568,Germany,Male,32,26-35,40172.91,Positive Balance,1,1,Active,584,8,137439.34,0.035044387,3.5044387,Low,3317.0499999999997,Low Value,Monitor,Standard engagement
4569,France,Male,33,26-35,115195.58,Positive Balance,1,1,Active,516,7,11205.5,0.03177954,3.177954,Low,5253.95,Medium Value,Monitor,Standard engagement
4570,Germany,Female,43,36-45,116644.29,Positive Balance,2,1,Active,789,9,60176.1,0.2752369,27.523690000000002,Moderate,6795.35,High Value,Medium,Proactive engagement
4571,Germany,Male,20,18-25,180293.84,Positive Balance,2,1,Active,598,8,29552.7,0.00413539,0.413539,Low,9104.650000000001,High Value,Monitor,Standard engagement
4572,Germany,Female,30,26-35,139872.81,Positive Balance,1,0,Inactive,669,7,188795.85,0.1777262,17.77262,Low,6670.75,High Value,Monitor,Standard engagement
4573,France,Female,24,18-25,34547.82,Positive Balance,1,1,Active,645,3,11638.17,0.12560973,12.560973,Low,3305.8499999999995,Low Value,Monitor,Standard engagement
4574,France,Female,32,26-35,0.0,Zero Balance,2,1,Active,659,9,93155.75,0.0145753175,1.45753175,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4575,Germany,Male,29,26-35,96462.25,Positive Balance,2,1,Active,833,1,48986.18,0.018658599,1.8658599000000002,Low,5676.749999999999,Medium Value,Monitor,Standard engagement
4576,Spain,Female,40,36-45,130334.35,Positive Balance,2,1,Active,697,7,116951.1,0.06710872,6.710871999999999,Low,7634.649999999998,High Value,Monitor,Standard engagement
4577,Germany,Male,39,36-45,119688.81,Positive Balance,1,0,Inactive,580,3,137041.26,0.47644305,47.644304999999996,High,5518.55,Medium Value,High,Re-engagement campaign
4578,France,Male,38,36-45,0.0,Zero Balance,2,0,Inactive,691,1,44653.5,0.025379816,2.5379816,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4579,France,Male,52,46-55,0.0,Zero Balance,3,1,Active,534,1,104035.41,0.88921016,88.921016,Very High,4208.549999999999,Medium Value,High,Targeted retention outreach
4580,France,Female,32,26-35,71187.24,Positive Balance,1,1,Active,478,6,110593.62,0.06487996,6.487996,Low,3529.85,Medium Value,Monitor,Standard engagement
4581,France,Female,47,46-55,0.0,Zero Balance,2,0,Inactive,572,2,36099.7,0.07614103,7.614103,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4582,France,Male,37,36-45,0.0,Zero Balance,2,0,Inactive,501,4,12470.3,0.0149656525,1.49656525,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4583,Spain,Female,38,36-45,0.0,Zero Balance,2,0,Inactive,624,8,95403.41,0.05316355,5.316355,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4584,France,Female,39,36-45,136422.41,Positive Balance,1,1,Active,595,9,151757.81,0.108135276,10.8135276,Low,6488.749999999999,High Value,Monitor,Standard engagement
4585,France,Male,30,26-35,0.0,Zero Balance,2,1,Active,603,8,47536.46,0.0066887215,0.66887215,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4586,France,Female,25,18-25,0.0,Zero Balance,2,1,Active,602,0,101274.17,0.013952089,1.3952089,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4587,France,Female,34,26-35,0.0,Zero Balance,1,1,Active,500,6,140268.45,0.093556374,9.355637399999999,Low,2029.0500000000002,Low Value,Monitor,Standard engagement
4588,France,Male,41,36-45,153238.88,Positive Balance,1,0,Inactive,422,6,11663.09,0.2865007,28.65007,Moderate,7192.949999999999,High Value,Medium,Proactive engagement
4589,France,Male,35,26-35,0.0,Zero Balance,2,0,Inactive,615,7,150784.29,0.018163849,1.8163848999999999,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4590,France,Female,78,66+,47536.4,Positive Balance,1,1,Active,635,6,119400.08,0.014204894,1.4204894,Low,3340.1499999999996,Low Value,Monitor,Standard engagement
4591,France,Female,32,26-35,0.0,Zero Balance,2,0,Inactive,711,1,126188.42,0.016990446,1.6990446,Low,3480.1499999999996,Low Value,Monitor,Standard engagement
4592,France,Male,36,36-45,142882.49,Positive Balance,1,0,Inactive,834,8,89983.02,0.07840602,7.8406020000000005,Low,6806.549999999998,High Value,Monitor,Standard engagement
